LOCATION	Country	TIME	ST	LT
HUN	Hungary	2009-10	7.33668	7.45
HUN	Hungary	2009-11	7.561279	7.37
HUN	Hungary	2009-12	7.474395	7.69
HUN	Hungary	2010-01	6.7803	7.62
HUN	Hungary	2010-02	6.5905	7.69
HUN	Hungary	2010-03	6.649	7.16
HUN	Hungary	2010-04	6.1355	6.57
HUN	Hungary	2010-05	6.23	7.07
HUN	Hungary	2010-06	5.4332	7.6
HUN	Hungary	2010-07	6.1748	7.39
HUN	Hungary	2010-08	5.8163	7.07
HUN	Hungary	2010-09	6.4057	7.04
HUN	Hungary	2010-10	5.8965	6.87
HUN	Hungary	2010-11	5.8669	7.38
HUN	Hungary	2010-12	6.1743	7.92
HUN	Hungary	2011-01	6.132	7.7
HUN	Hungary	2011-02	6.9338	7.393
HUN	Hungary	2011-03	6.635534	7.29
HUN	Hungary	2011-04	6.079229	7.05
HUN	Hungary	2011-05	6.875875	7.11
HUN	Hungary	2011-06	6.2728	7.22
HUN	Hungary	2011-07	6.74375	7.351905
HUN	Hungary	2011-08	7.1167	7.49
HUN	Hungary	2011-09	6.1938	7.64
HUN	Hungary	2011-10	6.1786	7.88
HUN	Hungary	2011-11	7.25	8.53
HUN	Hungary	2011-12	6.5	8.97
HUN	Hungary	2012-01	8.5434	9.51
HUN	Hungary	2012-02	8.8346	8.6
HUN	Hungary	2012-04	8.19	8.77
HUN	Hungary	2012-05	8.2237	8.33
HUN	Hungary	2012-07	8	7.56
HUN	Hungary	2012-08	7.7727	7.36
HUN	Hungary	2012-10	6.8419	6.94
HUN	Hungary	2013-01	5.7957	6.23
HUN	Hungary	2013-04	4.5674	5.65
HUN	Hungary	2013-05	4.7113	5.08
HUN	Hungary	2013-06	4.48	6.02
HUN	Hungary	2013-07	4.3558	5.78
HUN	Hungary	2013-08	3.9235	6.31
HUN	Hungary	2013-10	3.6006	5.58
HUN	Hungary	2013-11	3.3335	5.82
HUN	Hungary	2013-12	2.9968	5.78
HUN	Hungary	2014-01	2.9924	5.6
HUN	Hungary	2014-02	2.9893	6.03
HUN	Hungary	2014-03	3.245	5.83
HUN	Hungary	2014-04	2.9353	5.56
HUN	Hungary	2014-05	2.5497	5.01
HUN	Hungary	2014-06	2.86	4.5
HUN	Hungary	2014-07	2.2943	4.33
HUN	Hungary	2014-08	2.061	4.73
HUN	Hungary	2014-09	1.9832	4.59
HUN	Hungary	2014-10	1.9084	4.21
HUN	Hungary	2014-11	2.04	3.7
HUN	Hungary	2014-12	2.0641	3.62
HUN	Hungary	2015-01	1.9788	3.18
HUN	Hungary	2015-02	1.8506	3.07
HUN	Hungary	2015-03	1.8224	3.29
HUN	Hungary	2015-04	1.644	3.28
HUN	Hungary	2015-05	1.4201	3.59
HUN	Hungary	2015-06	1.575	3.86
HUN	Hungary	2015-07	1.2598	3.72
HUN	Hungary	2015-08	1.1442	3.61
HUN	Hungary	2015-09	1.2856	3.5
HUN	Hungary	2015-10	1.3185	3.28
HUN	Hungary	2015-11	1.2489	3.34
HUN	Hungary	2015-12	1.3476	3.47
HUN	Hungary	2016-01	1.1855	3.36
HUN	Hungary	2016-02	1.3377	3.36
HUN	Hungary	2016-03	1.1871	3.13
HUN	Hungary	2016-04	1.1846	3.02
HUN	Hungary	2016-05	0.9769	3.35
HUN	Hungary	2016-06	0.927	3.31
HUN	Hungary	2016-07	0.889	2.88
HUN	Hungary	2016-08	0.7529	2.83
HUN	Hungary	2016-09	0.7976	2.88
HUN	Hungary	2016-10	0.86	2.93
HUN	Hungary	2016-11	0.673	3.36
HUN	Hungary	2016-12	0.6565	3.31
HUN	Hungary	2017-01	0.2265	3.4
HUN	Hungary	2017-02	0.3004	3.52
HUN	Hungary	2017-03	0.3418	3.48
HUN	Hungary	2017-04	0.2476	3.28
HUN	Hungary	2017-05	0.2168	3.1
HUN	Hungary	2017-06	0.2498	2.99
HUN	Hungary	2017-07	0.5305	3.1
HUN	Hungary	2017-08	0.2133	3.05
HUN	Hungary	2017-09	0.1354	2.76
HUN	Hungary	2017-10	0.0456	2.57
HUN	Hungary	2017-11	0.0548	2.23
HUN	Hungary	2017-12	0.0644	2.07
IRL	Ireland	2000-01	3.3431	5.78
IRL	Ireland	2000-02	3.5368	5.75
IRL	Ireland	2000-03	3.747	5.45
IRL	Ireland	2000-04	3.9253	5.52
IRL	Ireland	2000-05	4.362	5.47
IRL	Ireland	2000-06	4.5017	5.48
IRL	Ireland	2000-07	4.5829	5.46
IRL	Ireland	2000-08	4.7771	5.58
IRL	Ireland	2000-09	4.8528	5.46
IRL	Ireland	2000-10	5.0413	5.48
IRL	Ireland	2000-11	5.092	5.24
IRL	Ireland	2000-12	4.9392	5.07
IRL	Ireland	2001-01	4.7707	5.02
IRL	Ireland	2001-02	4.7558	4.98
IRL	Ireland	2001-03	4.7086	4.95
IRL	Ireland	2001-04	4.682	5.27
IRL	Ireland	2001-05	4.6367	5.37
IRL	Ireland	2001-06	4.4536	5.3
IRL	Ireland	2001-07	4.4671	5.07
IRL	Ireland	2001-08	4.3535	4.95
IRL	Ireland	2001-09	3.9829	4.95
IRL	Ireland	2001-10	3.5999	4.53
IRL	Ireland	2001-11	3.3857	4.73
IRL	Ireland	2001-12	3.3449	5.11
IRL	Ireland	2002-01	3.3388	5.21
IRL	Ireland	2002-02	3.3571	5.22
IRL	Ireland	2002-03	3.3908	5.47
IRL	Ireland	2002-04	3.4069	5.37
IRL	Ireland	2002-05	3.4671	5.38
IRL	Ireland	2002-06	3.464	5.16
IRL	Ireland	2002-07	3.41	5.01
IRL	Ireland	2002-08	3.3519	4.82
IRL	Ireland	2002-09	3.3101	4.54
IRL	Ireland	2002-10	3.2613	4.74
IRL	Ireland	2002-11	3.1241	4.63
IRL	Ireland	2002-12	2.941	4.3
IRL	Ireland	2003-01	2.8318	4.16
IRL	Ireland	2003-02	2.6875	3.99
IRL	Ireland	2003-03	2.53	4.1
IRL	Ireland	2003-04	2.5333	4.15
IRL	Ireland	2003-05	2.4005	3.8
IRL	Ireland	2003-06	2.1519	3.84
IRL	Ireland	2003-07	2.13	4.19
IRL	Ireland	2003-08	2.1404	4.21
IRL	Ireland	2003-09	2.1473	3.99
IRL	Ireland	2003-10	2.1436	4.32
IRL	Ireland	2003-11	2.159	4.44
IRL	Ireland	2003-12	2.1463	4.31
IRL	Ireland	2004-01	2.0895	4.27
IRL	Ireland	2004-02	2.0706	4.1
IRL	Ireland	2004-03	2.0288	3.98
IRL	Ireland	2004-04	2.0488	4.23
IRL	Ireland	2004-05	2.0859	4.3
IRL	Ireland	2004-06	2.1127	4.35
IRL	Ireland	2004-07	2.116	4.22
IRL	Ireland	2004-08	2.1143	4.02
IRL	Ireland	2004-09	2.1186	3.98
IRL	Ireland	2004-10	2.1473	3.87
IRL	Ireland	2004-11	2.1703	3.75
IRL	Ireland	2004-12	2.1732	3.67
IRL	Ireland	2005-01	2.1454	3.48
IRL	Ireland	2005-02	2.1384	3.65
IRL	Ireland	2005-03	2.1372	3.6
IRL	Ireland	2005-04	2.1372	3.38
IRL	Ireland	2005-05	2.1256	3.23
IRL	Ireland	2005-06	2.111	3.13
IRL	Ireland	2005-07	2.1194	3.21
IRL	Ireland	2005-08	2.1325	3.05
IRL	Ireland	2005-09	2.1391	3.08
IRL	Ireland	2005-10	2.1966	3.33
IRL	Ireland	2005-11	2.3609	3.44
IRL	Ireland	2005-12	2.4729	3.27
IRL	Ireland	2006-01	2.5117	3.46
IRL	Ireland	2006-02	2.6004	3.49
IRL	Ireland	2006-03	2.7226	3.78
IRL	Ireland	2006-04	2.7938	3.97
IRL	Ireland	2006-05	2.889	3.93
IRL	Ireland	2006-06	2.9857	4.08
IRL	Ireland	2006-07	3.1022	3.91
IRL	Ireland	2006-08	3.2265	3.75
IRL	Ireland	2006-09	3.3354	3.67
IRL	Ireland	2006-10	3.502	3.78
IRL	Ireland	2006-11	3.5972	3.7
IRL	Ireland	2006-12	3.6842	3.95
IRL	Ireland	2007-01	3.7519	4.12
IRL	Ireland	2007-02	3.8182	3.97
IRL	Ireland	2007-03	3.8909	4.07
IRL	Ireland	2007-04	3.9753	4.2
IRL	Ireland	2007-05	4.0714	4.44
IRL	Ireland	2007-06	4.1478	4.62
IRL	Ireland	2007-07	4.2162	4.45
IRL	Ireland	2007-08	4.5436	4.38
IRL	Ireland	2007-09	4.7417	4.42
IRL	Ireland	2007-10	4.6874	4.4
IRL	Ireland	2007-11	4.6385	4.37
IRL	Ireland	2007-12	4.8484	4.5
IRL	Ireland	2008-01	4.4815	4.21
IRL	Ireland	2008-02	4.3621	4.22
IRL	Ireland	2008-03	4.5964	4.3
IRL	Ireland	2008-04	4.7835	4.59
IRL	Ireland	2008-05	4.8574	4.73
IRL	Ireland	2008-06	4.9405	4.96
IRL	Ireland	2008-07	4.961	4.78
IRL	Ireland	2008-08	4.9652	4.56
IRL	Ireland	2008-09	5.0192	4.56
IRL	Ireland	2008-10	5.1131	4.55
IRL	Ireland	2008-11	4.2383	4.57
IRL	Ireland	2008-12	3.2926	4.57
IRL	Ireland	2009-01	2.4565	5.7
IRL	Ireland	2009-02	1.9431	5.75
IRL	Ireland	2009-03	1.6355	5.52
IRL	Ireland	2009-04	1.4223	5.27
IRL	Ireland	2009-05	1.2817	5.53
IRL	Ireland	2009-06	1.2279	5.79
IRL	Ireland	2009-07	0.975	5.04
IRL	Ireland	2009-08	0.8605	4.87
IRL	Ireland	2009-09	0.7721	4.71
IRL	Ireland	2009-10	0.7375	4.76
IRL	Ireland	2009-11	0.7162	4.91
IRL	Ireland	2009-12	0.712	4.94
IRL	Ireland	2010-01	0.6798	4.83
IRL	Ireland	2010-02	0.6617	4.59
IRL	Ireland	2010-03	0.645	4.53
IRL	Ireland	2010-04	0.6447	5.2
IRL	Ireland	2010-05	0.6865	4.74
IRL	Ireland	2010-06	0.7276	5.5
IRL	Ireland	2010-07	0.8488	5.04
IRL	Ireland	2010-08	0.8955	5.68
IRL	Ireland	2010-09	0.8805	6.57
IRL	Ireland	2010-10	0.9977	6.92
IRL	Ireland	2010-11	1.042	9.25
IRL	Ireland	2010-12	1.0217	9.06
IRL	Ireland	2011-01	1.0172	9.15
IRL	Ireland	2011-02	1.0867	9.29
IRL	Ireland	2011-03	1.1755	10.22
IRL	Ireland	2011-04	1.3212	10.47
IRL	Ireland	2011-05	1.4251	11.03
IRL	Ireland	2011-06	1.4886	11.7
IRL	Ireland	2011-07	1.5976	10.85
IRL	Ireland	2011-08	1.5521	8.63
IRL	Ireland	2011-09	1.5365	7.64
IRL	Ireland	2011-10	1.5759	8.15
IRL	Ireland	2011-11	1.4847	9.32
IRL	Ireland	2011-12	1.4261	8.48
IRL	Ireland	2012-01	1.2222	7.29
IRL	Ireland	2012-02	1.0483	7.01
IRL	Ireland	2012-03	0.8585	6.84
IRL	Ireland	2012-04	0.7443	6.82
IRL	Ireland	2012-05	0.6849	7.23
IRL	Ireland	2012-06	0.6589	6.33
IRL	Ireland	2012-07	0.497	5.98
IRL	Ireland	2012-08	0.3324	5.86
IRL	Ireland	2012-09	0.2463	5
IRL	Ireland	2012-10	0.2079	4.66
IRL	Ireland	2012-11	0.192	4.43
IRL	Ireland	2012-12	0.1855	4.45
IRL	Ireland	2013-01	0.2049	4.06
IRL	Ireland	2013-02	0.2234	3.77
IRL	Ireland	2013-03	0.2061	4.22
IRL	Ireland	2013-04	0.2089	3.52
IRL	Ireland	2013-05	0.2012	3.85
IRL	Ireland	2013-06	0.2103	4.07
IRL	Ireland	2013-07	0.2214	3.88
IRL	Ireland	2013-08	0.2259	4.19
IRL	Ireland	2013-09	0.2232	3.88
IRL	Ireland	2013-10	0.2258	3.5
IRL	Ireland	2013-11	0.2234	3.53
IRL	Ireland	2013-12	0.2735	3.47
IRL	Ireland	2014-01	0.292	3.31
IRL	Ireland	2014-02	0.2881	3.1
IRL	Ireland	2014-03	0.3053	3.01
IRL	Ireland	2014-04	0.3297	2.82
IRL	Ireland	2014-05	0.3246	2.59
IRL	Ireland	2014-06	0.2414	2.36
IRL	Ireland	2014-07	0.205	2.21
IRL	Ireland	2014-08	0.1916	1.78
IRL	Ireland	2014-09	0.0971	1.65
IRL	Ireland	2014-10	0.0826	1.71
IRL	Ireland	2014-11	0.0809	1.38
IRL	Ireland	2014-12	0.0809	1.25
IRL	Ireland	2015-01	0.0627	1.16
IRL	Ireland	2015-02	0.0482	0.86
IRL	Ireland	2015-03	0.0272	0.75
IRL	Ireland	2015-04	0.0047	0.93
IRL	Ireland	2015-05	-0.0104	1.26
IRL	Ireland	2015-06	-0.0139	1.26
IRL	Ireland	2015-07	-0.0187	1.18
IRL	Ireland	2015-08	-0.0277	1.46
IRL	Ireland	2015-09	-0.037	1.24
IRL	Ireland	2015-10	-0.0536	1.11
IRL	Ireland	2015-11	-0.0876	1
IRL	Ireland	2015-12	-0.1263	1.15
IRL	Ireland	2016-01	-0.1461	0.96
IRL	Ireland	2016-02	-0.1836	0.88
IRL	Ireland	2016-03	-0.2285	0.73
IRL	Ireland	2016-04	-0.2492	0.96
IRL	Ireland	2016-05	-0.2572	0.76
IRL	Ireland	2016-06	-0.2679	0.52
IRL	Ireland	2016-07	-0.2945	0.43
IRL	Ireland	2016-08	-0.2982	0.43
IRL	Ireland	2016-09	-0.3016	0.32
IRL	Ireland	2016-10	-0.309	0.64
IRL	Ireland	2016-11	-0.3127	0.88
IRL	Ireland	2016-12	-0.3158	0.74
IRL	Ireland	2017-01	-0.3255	1.16
IRL	Ireland	2017-02	-0.3286	0.88
IRL	Ireland	2017-03	-0.3293	0.98
IRL	Ireland	2017-04	-0.3304	0.84
IRL	Ireland	2017-05	-0.3295	0.76
IRL	Ireland	2017-06	-0.33	0.86
IRL	Ireland	2017-07	-0.3304	0.83
IRL	Ireland	2017-08	-0.3291	0.67
IRL	Ireland	2017-09	-0.3294	0.72
IRL	Ireland	2017-10	-0.3295	0.57
IRL	Ireland	2017-11	-0.329	0.58
IRL	Ireland	2017-12	-0.3279	0.66
ITA	Italy	2000-01	3.3431	5.75
ITA	Italy	2000-02	3.5368	5.73
ITA	Italy	2000-03	3.747	5.58
ITA	Italy	2000-04	3.9253	5.466
ITA	Italy	2000-05	4.362	5.67
ITA	Italy	2000-06	4.5017	5.51
ITA	Italy	2000-07	4.5829	5.591
ITA	Italy	2000-08	4.7771	5.56
ITA	Italy	2000-09	4.8528	5.63
ITA	Italy	2000-10	5.0413	5.578
ITA	Italy	2000-11	5.092	5.55
ITA	Italy	2000-12	4.9392	5.298
ITA	Italy	2001-01	4.7707	5.183
ITA	Italy	2001-02	4.7558	5.18
ITA	Italy	2001-03	4.7086	5.131
ITA	Italy	2001-04	4.682	5.282
ITA	Italy	2001-05	4.6367	5.449
ITA	Italy	2001-06	4.4536	5.39
ITA	Italy	2001-07	4.4671	5.4
ITA	Italy	2001-08	4.3535	5.22
ITA	Italy	2001-09	3.9829	5.2
ITA	Italy	2001-10	3.5999	4.96
ITA	Italy	2001-11	3.3857	4.8
ITA	Italy	2001-12	3.3449	5.05
ITA	Italy	2002-01	3.3388	5.142
ITA	Italy	2002-02	3.3571	5.199
ITA	Italy	2002-03	3.3908	5.411
ITA	Italy	2002-04	3.4069	5.4
ITA	Italy	2002-05	3.4671	5.406
ITA	Italy	2002-06	3.464	5.255
ITA	Italy	2002-07	3.41	5.109
ITA	Italy	2002-08	3.3519	4.828
ITA	Italy	2002-09	3.3101	4.618
ITA	Italy	2002-10	3.2613	4.757
ITA	Italy	2002-11	3.1241	4.735
ITA	Italy	2002-12	2.941	4.55
ITA	Italy	2003-01	2.8318	4.38
ITA	Italy	2003-02	2.6875	4.16
ITA	Italy	2003-03	2.53	4.18
ITA	Italy	2003-04	2.5333	4.31
ITA	Italy	2003-05	2.4005	4.04
ITA	Italy	2003-06	2.1519	4.13
ITA	Italy	2003-07	2.13	4.29
ITA	Italy	2003-08	2.1404	4.31
ITA	Italy	2003-09	2.1473	4.4
ITA	Italy	2003-10	2.1436	4.38
ITA	Italy	2003-11	2.159	4.51
ITA	Italy	2003-12	2.1463	4.46
ITA	Italy	2004-01	2.0895	4.3166
ITA	Italy	2004-02	2.0706	4.3428
ITA	Italy	2004-03	2.0288	4.1687
ITA	Italy	2004-04	2.0488	4.3509
ITA	Italy	2004-05	2.0859	4.493
ITA	Italy	2004-06	2.1127	4.5439
ITA	Italy	2004-07	2.116	4.4399
ITA	Italy	2004-08	2.1143	4.2771
ITA	Italy	2004-09	2.1186	4.2508
ITA	Italy	2004-10	2.1473	4.1289
ITA	Italy	2004-11	2.1703	3.9998
ITA	Italy	2004-12	2.1732	3.7917
ITA	Italy	2005-01	2.1454	3.7114
ITA	Italy	2005-02	2.1384	3.6784
ITA	Italy	2005-03	2.1372	3.8373
ITA	Italy	2005-04	2.1372	3.6532
ITA	Italy	2005-05	2.1256	3.5526
ITA	Italy	2005-06	2.111	3.405
ITA	Italy	2005-07	2.1194	3.4384
ITA	Italy	2005-08	2.1325	3.449
ITA	Italy	2005-09	2.1391	3.287
ITA	Italy	2005-10	2.1966	3.4444
ITA	Italy	2005-11	2.3609	3.65516
ITA	Italy	2005-12	2.4729	3.5532
ITA	Italy	2006-01	2.5117	3.5435
ITA	Italy	2006-02	2.6004	3.6973
ITA	Italy	2006-03	2.7226	3.9228
ITA	Italy	2006-04	2.7938	4.22
ITA	Italy	2006-05	2.889	4.2847
ITA	Italy	2006-06	2.9857	4.2947
ITA	Italy	2006-07	3.1022	4.3065
ITA	Italy	2006-08	3.2265	4.1707
ITA	Italy	2006-09	3.3354	4.0358
ITA	Italy	2006-10	3.502	4.07
ITA	Italy	2006-11	3.5972	3.9701
ITA	Italy	2006-12	3.6842	4.0376
ITA	Italy	2007-01	3.7519	4.2628
ITA	Italy	2007-02	3.8182	4.2801
ITA	Italy	2007-03	3.8909	4.1762
ITA	Italy	2007-04	3.9753	4.3702
ITA	Italy	2007-05	4.0714	4.4897
ITA	Italy	2007-06	4.1478	4.772
ITA	Italy	2007-07	4.2162	4.7603
ITA	Italy	2007-08	4.5436	4.5835
ITA	Italy	2007-09	4.7417	4.5736
ITA	Italy	2007-10	4.6874	4.5909
ITA	Italy	2007-11	4.6385	4.4493
ITA	Italy	2007-12	4.8484	4.5385
ITA	Italy	2008-01	4.4815	4.3989
ITA	Italy	2008-02	4.3621	4.3544
ITA	Italy	2008-03	4.5964	4.38
ITA	Italy	2008-04	4.7835	4.53
ITA	Italy	2008-05	4.8574	4.7
ITA	Italy	2008-06	4.9405	5.1056
ITA	Italy	2008-07	4.961	5.0946
ITA	Italy	2008-08	4.9652	4.8139
ITA	Italy	2008-09	5.0192	4.8041
ITA	Italy	2008-10	5.1131	4.78
ITA	Italy	2008-11	4.2383	4.7425
ITA	Italy	2008-12	3.2926	4.4688
ITA	Italy	2009-01	2.4565	4.6213
ITA	Italy	2009-02	1.9431	4.5358
ITA	Italy	2009-03	1.6355	4.4584
ITA	Italy	2009-04	1.4223	4.356
ITA	Italy	2009-05	1.2817	4.4151
ITA	Italy	2009-06	1.2279	4.6062
ITA	Italy	2009-07	0.975	4.3729
ITA	Italy	2009-08	0.8605	4.116
ITA	Italy	2009-09	0.7721	4.088
ITA	Italy	2009-10	0.7375	4.101
ITA	Italy	2009-11	0.7162	4.0565
ITA	Italy	2009-12	0.712	4.007
ITA	Italy	2010-01	0.6798	4.0779
ITA	Italy	2010-02	0.6617	4.047
ITA	Italy	2010-03	0.645	3.945
ITA	Italy	2010-04	0.6447	3.9956
ITA	Italy	2010-05	0.6865	3.99
ITA	Italy	2010-06	0.7276	4.1
ITA	Italy	2010-07	0.8488	4.03
ITA	Italy	2010-08	0.8955	3.8
ITA	Italy	2010-09	0.8805	3.86
ITA	Italy	2010-10	0.9977	3.8
ITA	Italy	2010-11	1.042	4.18
ITA	Italy	2010-12	1.0217	4.603
ITA	Italy	2011-01	1.0172	4.729
ITA	Italy	2011-02	1.0867	4.7356
ITA	Italy	2011-03	1.1755	4.8754
ITA	Italy	2011-04	1.3212	4.841
ITA	Italy	2011-05	1.4251	4.756
ITA	Italy	2011-06	1.4886	4.8156
ITA	Italy	2011-07	1.5976	5.463
ITA	Italy	2011-08	1.5521	5.2705
ITA	Italy	2011-09	1.5365	5.746
ITA	Italy	2011-10	1.5759	5.9719
ITA	Italy	2011-11	1.4847	7.0571
ITA	Italy	2011-12	1.4261	6.812
ITA	Italy	2012-01	1.2222	6.5366
ITA	Italy	2012-02	1.0483	5.546
ITA	Italy	2012-03	0.8585	5.0488
ITA	Italy	2012-04	0.7443	5.6758
ITA	Italy	2012-05	0.6849	5.7833
ITA	Italy	2012-06	0.6589	5.9037
ITA	Italy	2012-07	0.497	5.996
ITA	Italy	2012-08	0.3324	5.822
ITA	Italy	2012-09	0.2463	5.254
ITA	Italy	2012-10	0.2079	4.9529
ITA	Italy	2012-11	0.192	4.8514
ITA	Italy	2012-12	0.1855	4.5416
ITA	Italy	2013-01	0.2049	4.2077
ITA	Italy	2013-02	0.2234	4.4929
ITA	Italy	2013-03	0.2061	4.6404
ITA	Italy	2013-04	0.2089	4.278
ITA	Italy	2013-05	0.2012	3.964
ITA	Italy	2013-06	0.2103	4.3789
ITA	Italy	2013-07	0.2214	4.4183
ITA	Italy	2013-08	0.2259	4.4191
ITA	Italy	2013-09	0.2232	4.5411
ITA	Italy	2013-10	0.2258	4.2476
ITA	Italy	2013-11	0.2234	4.0951
ITA	Italy	2013-12	0.2735	4.114
ITA	Italy	2014-01	0.292	3.866
ITA	Italy	2014-02	0.2881	3.6512
ITA	Italy	2014-03	0.3053	3.3994
ITA	Italy	2014-04	0.3297	3.228
ITA	Italy	2014-05	0.3246	3.1233
ITA	Italy	2014-06	0.2414	2.92
ITA	Italy	2014-07	0.205	2.7936
ITA	Italy	2014-08	0.1916	2.6327
ITA	Italy	2014-09	0.0971	2.4
ITA	Italy	2014-10	0.0826	2.424
ITA	Italy	2014-11	0.0809	2.2904
ITA	Italy	2014-12	0.0809	1.9898
ITA	Italy	2015-01	0.0627	1.7021
ITA	Italy	2015-02	0.0482	1.5568
ITA	Italy	2015-03	0.0272	1.2942
ITA	Italy	2015-04	0.0047	1.3574
ITA	Italy	2015-05	-0.0104	1.812
ITA	Italy	2015-06	-0.0139	2.199
ITA	Italy	2015-07	-0.0187	2.0421
ITA	Italy	2015-08	-0.0277	1.839
ITA	Italy	2015-09	-0.037	1.92
ITA	Italy	2015-10	-0.0536	1.696
ITA	Italy	2015-11	-0.0876	1.5702
ITA	Italy	2015-12	-0.1263	1.5786
ITA	Italy	2016-01	-0.1461	1.534
ITA	Italy	2016-02	-0.1836	1.558
ITA	Italy	2016-03	-0.2285	1.375
ITA	Italy	2016-04	-0.2492	1.4418
ITA	Italy	2016-05	-0.2572	1.5263
ITA	Italy	2016-06	-0.2679	1.4535
ITA	Italy	2016-07	-0.2945	1.2272
ITA	Italy	2016-08	-0.2982	1.1763
ITA	Italy	2016-09	-0.3016	1.2661
ITA	Italy	2016-10	-0.309	1.45
ITA	Italy	2016-11	-0.3127	1.943
ITA	Italy	2016-12	-0.3158	1.886
ITA	Italy	2017-01	-0.3255	1.9911
ITA	Italy	2017-02	-0.3286	2.352
ITA	Italy	2017-03	-0.3293	2.401
ITA	Italy	2017-04	-0.3304	2.257
ITA	Italy	2017-05	-0.3295	2.194
ITA	Italy	2017-06	-0.33	2.053
ITA	Italy	2017-07	-0.3304	2.231
ITA	Italy	2017-08	-0.3291	2.1099
ITA	Italy	2017-09	-0.3294	2.1095
ITA	Italy	2017-10	-0.3295	2.0738
ITA	Italy	2017-11	-0.329	1.7888
ITA	Italy	2017-12	-0.3279	1.794
LTU	Lithuania	2000-01	14.22619	
LTU	Lithuania	2000-02	11.0945	
LTU	Lithuania	2000-03	8.096956	
LTU	Lithuania	2000-04	7.569474	
LTU	Lithuania	2000-05	8.381739	
LTU	Lithuania	2000-06	8.427273	
LTU	Lithuania	2000-07	8.5965	
LTU	Lithuania	2000-08	7.361363	
LTU	Lithuania	2000-09	7.111905	
LTU	Lithuania	2000-10	7.262273	
LTU	Lithuania	2000-11	7.57381	
LTU	Lithuania	2000-12	8.012105	
LTU	Lithuania	2001-01	8.328182	9.31
LTU	Lithuania	2001-02	7.053684	9.77
LTU	Lithuania	2001-03	6.590455	8.64
LTU	Lithuania	2001-04	6.535	8.5
LTU	Lithuania	2001-05	6.315217	8.46
LTU	Lithuania	2001-06	6.221428	8.46
LTU	Lithuania	2001-07	6.129524	8.46
LTU	Lithuania	2001-08	5.454091	8.01
LTU	Lithuania	2001-09	4.656	7.99
LTU	Lithuania	2001-10	4.204782	7.62
LTU	Lithuania	2001-11	4.432381	6.28
LTU	Lithuania	2001-12	5.304211	6.34
LTU	Lithuania	2002-01	4.835454	6.47
LTU	Lithuania	2002-02	4.548	6.43
LTU	Lithuania	2002-03	4.2905	5.92
LTU	Lithuania	2002-04	3.499524	6.15
LTU	Lithuania	2002-05	3.355909	6.15
LTU	Lithuania	2002-06	3.531	6.1
LTU	Lithuania	2002-07	3.478696	6
LTU	Lithuania	2002-08	3.498095	6
LTU	Lithuania	2002-09	3.487143	5.92
LTU	Lithuania	2002-10	3.53	5.87
LTU	Lithuania	2002-11	3.493	5.87
LTU	Lithuania	2002-12	3.4135	5.87
LTU	Lithuania	2003-01	3.322727	5.85
LTU	Lithuania	2003-02	3.527	5.67
LTU	Lithuania	2003-03	3.4485	5.67
LTU	Lithuania	2003-04	2.888572	5.65
LTU	Lithuania	2003-05	2.770952	5.63
LTU	Lithuania	2003-06	2.762381	5.5
LTU	Lithuania	2003-07	2.583913	5.38
LTU	Lithuania	2003-08	2.4505	5.04
LTU	Lithuania	2003-09	2.585454	5.04
LTU	Lithuania	2003-10	2.571739	4.82
LTU	Lithuania	2003-11	2.4965	4.81
LTU	Lithuania	2003-12	2.678095	4.81
LTU	Lithuania	2004-01	2.659524	4.81
LTU	Lithuania	2004-02	2.661053	4.81
LTU	Lithuania	2004-03	2.670455	4.64
LTU	Lithuania	2004-04	2.685238	4.55
LTU	Lithuania	2004-05	2.703333	4.46
LTU	Lithuania	2004-06	2.684762	4.47
LTU	Lithuania	2004-07	2.692381	4.58
LTU	Lithuania	2004-08	2.711818	4.57
LTU	Lithuania	2004-09	2.677273	4.56
LTU	Lithuania	2004-10	2.694762	4.38
LTU	Lithuania	2004-11	2.69619	4.25
LTU	Lithuania	2004-12	2.645217	3.95
LTU	Lithuania	2005-01	2.620952	3.85
LTU	Lithuania	2005-02	2.585789	3.8
LTU	Lithuania	2005-03	2.487143	3.73
LTU	Lithuania	2005-04	2.438095	3.82
LTU	Lithuania	2005-05	2.421364	3.87
LTU	Lithuania	2005-06	2.364762	3.78
LTU	Lithuania	2005-07	2.322	3.61
LTU	Lithuania	2005-08	2.325454	3.5
LTU	Lithuania	2005-09	2.320455	3.5
LTU	Lithuania	2005-10	2.307143	3.5
LTU	Lithuania	2005-11	2.41619	3.64
LTU	Lithuania	2005-12	2.5305	3.79
LTU	Lithuania	2006-01	2.561429	3.62
LTU	Lithuania	2006-02	2.606316	3.53
LTU	Lithuania	2006-03	2.748182	3.75
LTU	Lithuania	2006-04	2.835	3.92
LTU	Lithuania	2006-05	2.898095	4.13
LTU	Lithuania	2006-06	3.001905	4.34
LTU	Lithuania	2006-07	3.132	4.28
LTU	Lithuania	2006-08	3.272273	4.28
LTU	Lithuania	2006-09	3.382857	4.28
LTU	Lithuania	2006-10	3.527273	4.28
LTU	Lithuania	2006-11	3.611428	4.28
LTU	Lithuania	2006-12	3.724737	4.28
LTU	Lithuania	2007-01	3.793636	4.28
LTU	Lithuania	2007-02	3.873684	4.28
LTU	Lithuania	2007-03	4.045238	4.24
LTU	Lithuania	2007-04	4.413333	4.18
