"Country"	"Date"	"Fuel"	"Price"	"Reg"
"Denmark"	2012-09-01	"Diesel"	1530.4525	13905
"Denmark"	2012-09-01	"Super"	1752.16	13905
"Denmark"	2012-10-01	"Super"	1695.372	15218
"Denmark"	2012-10-01	"Diesel"	1522.398	15218
"Denmark"	2012-11-01	"Diesel"	1486.2725	16318
"Denmark"	2012-11-01	"Super"	1647.84	16318
"Denmark"	2012-12-01	"Super"	1646.51666666667	10694
"Denmark"	2012-12-01	"Diesel"	1457.96	10694
"Denmark"	2013-01-01	"Diesel"	1470.545	14735
"Denmark"	2013-01-01	"Super"	1686.9875	14735
"Denmark"	2013-02-01	"Super"	1718.685	12223
"Denmark"	2013-02-01	"Diesel"	1487.4725	12223
"Denmark"	2013-03-01	"Diesel"	1463.0475	14925
"Denmark"	2013-03-01	"Super"	1687.3875	14925
"Denmark"	2013-04-01	"Super"	1645.7875	15807
"Denmark"	2013-04-01	"Diesel"	1412.4	15807
"Denmark"	2013-05-01	"Super"	1659.73	16609
"Denmark"	2013-05-01	"Diesel"	1436.33	16609
"Denmark"	2013-06-01	"Super"	1677.295	17538
"Denmark"	2013-06-01	"Diesel"	1467.4225	17538
"Denmark"	2013-07-01	"Super"	1704.48	14291
"Denmark"	2013-07-01	"Diesel"	1499.598	14291
"Denmark"	2013-08-01	"Diesel"	1506.8325	14276
"Denmark"	2013-08-01	"Super"	1711.6575	14276
"Denmark"	2013-09-01	"Super"	1688.366	14540
"Denmark"	2013-09-01	"Diesel"	1532.564	14540
"Denmark"	2013-10-01	"Diesel"	1501.465	16832
"Denmark"	2013-10-01	"Super"	1644.24	16832
"Denmark"	2013-11-01	"Super"	1636.375	15872
"Denmark"	2013-11-01	"Diesel"	1495.595	15872
"Denmark"	2013-12-01	"Diesel"	1500.86	14248
"Denmark"	2013-12-01	"Super"	1631.78	14248
"Denmark"	2014-01-01	"Diesel"	1483.2925	16255
"Denmark"	2014-01-01	"Super"	1641.1025	16255
"Denmark"	2014-02-01	"Super"	1654.6725	14726
"Denmark"	2014-02-01	"Diesel"	1493.53	14726
"Denmark"	2014-03-01	"Diesel"	1476.452	16771
"Denmark"	2014-03-01	"Super"	1657.592	16771
"Denmark"	2014-04-01	"Diesel"	1472.52666666667	16471
"Denmark"	2014-04-01	"Super"	1680.59	16471
"Denmark"	2014-05-01	"Diesel"	1468.03	16831
"Denmark"	2014-05-01	"Super"	1676.6975	16831
"Denmark"	2014-06-01	"Diesel"	1483.104	17533
"Denmark"	2014-06-01	"Super"	1709.686	17533
"Denmark"	2014-07-01	"Diesel"	1472.195	14239
"Denmark"	2014-07-01	"Super"	1695.825	14239
"Denmark"	2014-08-01	"Diesel"	1472.4075	14578
"Denmark"	2014-08-01	"Super"	1667.565	14578
"Denmark"	2014-09-01	"Diesel"	1461.338	14373
"Denmark"	2014-09-01	"Super"	1668.72	14373
"Denmark"	2014-10-01	"Super"	1603.1325	16307
"Denmark"	2014-10-01	"Diesel"	1415.4175	16307
"Denmark"	2014-11-01	"Super"	1570.2375	15126
"Denmark"	2014-11-01	"Diesel"	1397.5575	15126
"Denmark"	2014-12-01	"Super"	1471.45	15402
"Denmark"	2014-12-01	"Diesel"	1319.55666666667	15402
"Denmark"	2015-01-01	"Super"	1385.1	16010
"Denmark"	2015-01-01	"Diesel"	1232.205	16010
"Denmark"	2015-02-01	"Diesel"	1288.76	13540
"Denmark"	2015-02-01	"Super"	1445.8325	13540
"Denmark"	2015-03-01	"Super"	1526.902	19596
"Denmark"	2015-03-01	"Diesel"	1324.52	19596
"Denmark"	2015-04-01	"Super"	1567.49666666667	16942
"Denmark"	2015-04-01	"Diesel"	1332.15333333333	16942
"Denmark"	2015-05-01	"Super"	1583.43	17036
"Denmark"	2015-05-01	"Diesel"	1351.9175	17036
"Denmark"	2015-06-01	"Super"	1592.194	21330
"Denmark"	2015-06-01	"Diesel"	1326.25	21330
"Denmark"	2015-07-01	"Diesel"	1305.3475	16228
"Denmark"	2015-07-01	"Super"	1611.5825	16228
"Denmark"	2015-08-01	"Diesel"	1241.932	16157
"Denmark"	2015-08-01	"Super"	1519.584	16157
"Denmark"	2015-09-01	"Diesel"	1240.52	17760
"Denmark"	2015-09-01	"Super"	1463.3575	17760
"Denmark"	2015-10-01	"Diesel"	1226.5225	16839
"Denmark"	2015-10-01	"Super"	1430.945	16839
"Denmark"	2015-11-01	"Diesel"	1225.72	17106
"Denmark"	2015-11-01	"Super"	1444.218	17106
"Denmark"	2015-12-01	"Super"	1404.665	18455
"Denmark"	2015-12-01	"Diesel"	1171.45	18455
"Denmark"	2016-01-01	"Super"	1375.9725	16412
"Denmark"	2016-01-01	"Diesel"	1105.94	16412
"Denmark"	2016-02-01	"Diesel"	1085.454	16611
"Denmark"	2016-02-01	"Super"	1344.352	16611
"Denmark"	2016-03-01	"Diesel"	1127.68	19142
"Denmark"	2016-03-01	"Super"	1370.38333333333	19142
"Denmark"	2016-04-01	"Diesel"	1122.54	19853
"Denmark"	2016-04-01	"Super"	1426.855	19853
"Denmark"	2016-05-01	"Super"	1452.148	21121
"Denmark"	2016-05-01	"Diesel"	1174.414	21121
"Denmark"	2016-06-01	"Super"	1461.6975	23641
"Denmark"	2016-06-01	"Diesel"	1206.8775	23641
"Denmark"	2016-07-01	"Diesel"	1180.93	15697
"Denmark"	2016-07-01	"Super"	1416.175	15697
"Denmark"	2016-08-01	"Super"	1408.474	17424
"Denmark"	2016-08-01	"Diesel"	1171.934	17424
"Denmark"	2016-09-01	"Diesel"	1164.8875	18452
"Denmark"	2016-09-01	"Super"	1401.8925	18452
"Denmark"	2016-10-01	"Diesel"	1218.898	17076
"Denmark"	2016-10-01	"Super"	1436.872	17076
"Denmark"	2016-11-01	"Diesel"	1200.4825	18058
"Denmark"	2016-11-01	"Super"	1407.115	18058
"Denmark"	2016-12-01	"Diesel"	1263.95	19408
"Denmark"	2016-12-01	"Super"	1464.3	19408
"Denmark"	2017-01-01	"Super"	1508.394	19513
"Denmark"	2017-01-01	"Diesel"	1285.15	19513
"Denmark"	2017-02-01	"Super"	1517.1725	17462
"Denmark"	2017-02-01	"Diesel"	1278.435	17462
"Denmark"	2017-03-01	"Super"	1494.49	22773
"Denmark"	2017-03-01	"Diesel"	1264.52	22773
"Denmark"	2017-04-01	"Diesel"	1271.47333333333	17599
"Denmark"	2017-04-01	"Super"	1517.07333333333	17599
"Denmark"	2017-05-01	"Diesel"	1234.406	22272
"Denmark"	2017-05-01	"Super"	1489.506	22272
"Denmark"	2017-06-01	"Super"	1469.5775	23994
"Denmark"	2017-06-01	"Diesel"	1206.7175	23994
"Denmark"	2017-07-01	"Super"	1464.412	15195
"Denmark"	2017-07-01	"Diesel"	1204.878	15195
"Denmark"	2017-08-01	"Diesel"	1203.9675	15307
"Denmark"	2017-08-01	"Super"	1465.4675	15307
"Denmark"	2017-09-01	"Super"	1528.3	14353
"Denmark"	2017-09-01	"Diesel"	1241.3225	14353
"Denmark"	2017-10-01	"Super"	1490.054	18542
"Denmark"	2017-10-01	"Diesel"	1264.33	18542
"Denmark"	2017-11-01	"Diesel"	1256.41	18070
"Denmark"	2017-11-01	"Super"	1505.3425	18070
"Denmark"	2017-12-01	"Diesel"	1275.91333333333	16511
"Denmark"	2017-12-01	"Super"	1520.88666666667	16511
"Estonia"	2005-01-01	"Super"	677.592	1467
"Estonia"	2005-01-01	"Diesel"	703.54	1467
"Estonia"	2005-02-01	"Diesel"	728.7525	1199
"Estonia"	2005-02-01	"Super"	709.58	1199
"Estonia"	2005-03-01	"Diesel"	756.713333333333	1697
"Estonia"	2005-03-01	"Super"	731.15	1697
"Estonia"	2005-04-01	"Diesel"	799.215	2009
"Estonia"	2005-04-01	"Super"	757.515	2009
"Estonia"	2005-05-01	"Super"	758.888	1933
"Estonia"	2005-05-01	"Diesel"	761.738	1933
"Estonia"	2005-06-01	"Diesel"	792.425	1900
"Estonia"	2005-06-01	"Super"	792.855	1900
"Estonia"	2005-07-01	"Diesel"	832.7675	1670
"Estonia"	2005-07-01	"Super"	837.8825	1670
"Estonia"	2005-08-01	"Diesel"	838.558	1551
"Estonia"	2005-08-01	"Super"	857.348	1551
"Estonia"	2005-09-01	"Diesel"	877.7475	1605
"Estonia"	2005-09-01	"Super"	925.265	1605
"Estonia"	2005-10-01	"Super"	895.0025	1481
"Estonia"	2005-10-01	"Diesel"	891.8875	1481
"Estonia"	2005-11-01	"Diesel"	849.145	1708
"Estonia"	2005-11-01	"Super"	826.9375	1708
"Estonia"	2005-12-01	"Super"	814.64	1420
"Estonia"	2005-12-01	"Diesel"	822.753333333333	1420
"Estonia"	2006-01-01	"Diesel"	862.7425	1886
"Estonia"	2006-01-01	"Super"	849.21	1886
"Estonia"	2006-02-01	"Diesel"	870.11	1537
"Estonia"	2006-02-01	"Super"	855.1375	1537
"Estonia"	2006-03-01	"Super"	856.6225	1807
"Estonia"	2006-03-01	"Diesel"	879.055	1807
"Estonia"	2006-04-01	"Diesel"	894.163333333333	2105
"Estonia"	2006-04-01	"Super"	905.35	2105
"Estonia"	2006-05-01	"Super"	923.102	2815
"Estonia"	2006-05-01	"Diesel"	886.952	2815
"Estonia"	2006-06-01	"Super"	909.24	2448
"Estonia"	2006-06-01	"Diesel"	882.97	2448
"Estonia"	2006-07-01	"Diesel"	895.39	2095
"Estonia"	2006-07-01	"Super"	945.164	2095
"Estonia"	2006-08-01	"Diesel"	900.325	2355
"Estonia"	2006-08-01	"Super"	941.0675	2355
"Estonia"	2006-09-01	"Diesel"	867.06	2062
"Estonia"	2006-09-01	"Super"	829.67	2062
"Estonia"	2006-10-01	"Super"	777.448	2253
"Estonia"	2006-10-01	"Diesel"	823.616	2253
"Estonia"	2006-11-01	"Super"	791.8975	2251
"Estonia"	2006-11-01	"Diesel"	844.4975	2251
"Estonia"	2006-12-01	"Diesel"	842.613333333333	1749
"Estonia"	2006-12-01	"Super"	804.266666666667	1749
"Estonia"	2007-01-01	"Super"	787.6475	2704
"Estonia"	2007-01-01	"Diesel"	816.1225	2704
"Estonia"	2007-02-01	"Super"	793.53	2134
"Estonia"	2007-02-01	"Diesel"	821.46	2134
"Estonia"	2007-03-01	"Diesel"	840.695	2812
"Estonia"	2007-03-01	"Super"	845.9975	2812
"Estonia"	2007-04-01	"Diesel"	821.46	2882
"Estonia"	2007-04-01	"Super"	872.84	2882
"Estonia"	2007-05-01	"Super"	925.855	3230
"Estonia"	2007-05-01	"Diesel"	827.4625	3230
"Estonia"	2007-06-01	"Super"	929.8175	3029
"Estonia"	2007-06-01	"Diesel"	834.5575	3029
"Estonia"	2007-07-01	"Super"	931.192	2649
"Estonia"	2007-07-01	"Diesel"	853.452	2649
"Estonia"	2007-08-01	"Diesel"	857.985	2566
"Estonia"	2007-08-01	"Super"	873.6425	2566
"Estonia"	2007-09-01	"Diesel"	877.925	2211
"Estonia"	2007-09-01	"Super"	887	2211
"Estonia"	2007-10-01	"Super"	870.502	2570
"Estonia"	2007-10-01	"Diesel"	897.498	2570
"Estonia"	2007-11-01	"Super"	914.32	2461
"Estonia"	2007-11-01	"Diesel"	960.0175	2461
"Estonia"	2007-12-01	"Super"	929.53	1664
"Estonia"	2007-12-01	"Diesel"	1012.62	1664
"Estonia"	2008-01-01	"Super"	1007.485	2706
"Estonia"	2008-01-01	"Diesel"	1100.1575	2706
"Estonia"	2008-02-01	"Diesel"	1080.185	2198
"Estonia"	2008-02-01	"Super"	1000.4725	2198
"Estonia"	2008-03-01	"Super"	1043.4525	2531
"Estonia"	2008-03-01	"Diesel"	1140.7575	2531
"Estonia"	2008-04-01	"Super"	1058.0875	2797
"Estonia"	2008-04-01	"Diesel"	1157.9175	2797
"Estonia"	2008-05-01	"Diesel"	1212.5025	2697
"Estonia"	2008-05-01	"Super"	1097.745	2697
"Estonia"	2008-06-01	"Diesel"	1285.058	2267
"Estonia"	2008-06-01	"Super"	1161.596	2267
"Estonia"	2008-07-01	"Diesel"	1291.8625	2337
"Estonia"	2008-07-01	"Super"	1169.3925	2337
"Estonia"	2008-08-01	"Super"	1132.7675	1596
"Estonia"	2008-08-01	"Diesel"	1254.7275	1596
"Estonia"	2008-09-01	"Diesel"	1179.336	1679
"Estonia"	2008-09-01	"Super"	1099.384	1679
"Estonia"	2008-10-01	"Diesel"	1084.63	1710
"Estonia"	2008-10-01	"Super"	987.595	1710
"Estonia"	2008-11-01	"Super"	908.2175	1120
"Estonia"	2008-11-01	"Diesel"	1010.475	1120
"Estonia"	2008-12-01	"Diesel"	947.363333333333	941
"Estonia"	2008-12-01	"Super"	833.62	941
"Estonia"	2009-01-01	"Diesel"	850.36	1017
"Estonia"	2009-01-01	"Super"	752.6225	1017
"Estonia"	2009-02-01	"Diesel"	856.32	792
"Estonia"	2009-02-01	"Super"	804.3575	792
"Estonia"	2009-03-01	"Super"	821.754	895
"Estonia"	2009-03-01	"Diesel"	835.274	895
"Estonia"	2009-04-01	"Diesel"	829.916666666667	1164
"Estonia"	2009-04-01	"Super"	854.286666666667	1164
"Estonia"	2009-05-01	"Super"	889.11	875
"Estonia"	2009-05-01	"Diesel"	845.73	875
"Estonia"	2009-06-01	"Super"	950.712	982
"Estonia"	2009-06-01	"Diesel"	894.008	982
"Estonia"	2009-07-01	"Diesel"	924.5925	714
"Estonia"	2009-07-01	"Super"	969.075	714
"Estonia"	2009-08-01	"Super"	1008.296	599
"Estonia"	2009-08-01	"Diesel"	958.086	599
"Estonia"	2009-09-01	"Diesel"	953.5475	812
"Estonia"	2009-09-01	"Super"	998.62	812
"Estonia"	2009-10-01	"Diesel"	954.6475	728
"Estonia"	2009-10-01	"Super"	994.7525	728
"Estonia"	2009-11-01	"Super"	1011.874	671
"Estonia"	2009-11-01	"Diesel"	987.32	671
"Estonia"	2009-12-01	"Diesel"	1006.05333333333	697
"Estonia"	2009-12-01	"Super"	1024.03666666667	697
"Estonia"	2010-01-01	"Diesel"	1048.5975	759
"Estonia"	2010-01-01	"Super"	1058.12	759
"Estonia"	2010-02-01	"Super"	1075.0875	562
"Estonia"	2010-02-01	"Diesel"	1069.3675	562
"Estonia"	2010-03-01	"Super"	1105.234	864
"Estonia"	2010-03-01	"Diesel"	1091.176	864
"Estonia"	2010-04-01	"Super"	1140.52333333333	861
"Estonia"	2010-04-01	"Diesel"	1115.43	861
"Estonia"	2010-05-01	"Diesel"	1120.088	911
"Estonia"	2010-05-01	"Super"	1142.588	911
"Estonia"	2010-06-01	"Diesel"	1101.9175	896
"Estonia"	2010-06-01	"Super"	1122.1625	896
"Estonia"	2010-07-01	"Diesel"	1099.0875	891
"Estonia"	2010-07-01	"Super"	1103.5325	891
"Estonia"	2010-08-01	"Super"	1098.256	795
"Estonia"	2010-08-01	"Diesel"	1096.074	795
"Estonia"	2010-09-01	"Super"	1101.485	969
"Estonia"	2010-09-01	"Diesel"	1100.91	969
"Estonia"	2010-10-01	"Super"	1105.67	1067
"Estonia"	2010-10-01	"Diesel"	1111.7125	1067
"Estonia"	2010-11-01	"Diesel"	1139.575	956
"Estonia"	2010-11-01	"Super"	1117.27	956
"Estonia"	2010-12-01	"Super"	1163.74333333333	764
"Estonia"	2010-12-01	"Diesel"	1181.85666666667	764
"Estonia"	2011-01-01	"Super"	1199	1323
"Estonia"	2011-01-01	"Diesel"	1225	1323
"Estonia"	2011-02-01	"Diesel"	1266.25	936
"Estonia"	2011-02-01	"Super"	1207.75	936
"Estonia"	2011-03-01	"Diesel"	1292.25	1486
"Estonia"	2011-03-01	"Super"	1243	1486
"Estonia"	2011-04-01	"Diesel"	1274.66666666667	1538
"Estonia"	2011-04-01	"Super"	1241	1538
"Estonia"	2011-05-01	"Diesel"	1229.6	1722
"Estonia"	2011-05-01	"Super"	1231.4	1722
"Estonia"	2011-06-01	"Super"	1218.25	1458
"Estonia"	2011-06-01	"Diesel"	1210.25	1458
"Estonia"	2011-07-01	"Super"	1218.25	1291
"Estonia"	2011-07-01	"Diesel"	1228.25	1291
"Estonia"	2011-08-01	"Diesel"	1245	1427
"Estonia"	2011-08-01	"Super"	1249.75	1427
"Estonia"	2011-09-01	"Diesel"	1265.75	1541
"Estonia"	2011-09-01	"Super"	1273.25	1541
"Estonia"	2011-10-01	"Super"	1273	1523
"Estonia"	2011-10-01	"Diesel"	1286.8	1523
"Estonia"	2011-11-01	"Diesel"	1337.75	1690
"Estonia"	2011-11-01	"Super"	1257	1690
"Estonia"	2011-12-01	"Super"	1256	1135
"Estonia"	2011-12-01	"Diesel"	1361.66666666667	1135
"Estonia"	2012-01-01	"Diesel"	1387.25	1671
"Estonia"	2012-01-01	"Super"	1313.75	1671
"Estonia"	2012-02-01	"Diesel"	1392.5	1303
"Estonia"	2012-02-01	"Super"	1355.75	1303
"Estonia"	2012-03-01	"Diesel"	1415.25	1684
"Estonia"	2012-03-01	"Super"	1404	1684
"Estonia"	2012-04-01	"Diesel"	1389.25	1765
"Estonia"	2012-04-01	"Super"	1425.25	1765
"Estonia"	2012-05-01	"Super"	1362.25	1942
"Estonia"	2012-05-01	"Diesel"	1341	1942
"Estonia"	2012-06-01	"Diesel"	1294.75	1966
"Estonia"	2012-06-01	"Super"	1330.75	1966
"Estonia"	2012-07-01	"Super"	1319.8	1794
"Estonia"	2012-07-01	"Diesel"	1308.2	1794
"Estonia"	2012-08-01	"Super"	1383	1518
"Estonia"	2012-08-01	"Diesel"	1376.5	1518
"Estonia"	2012-09-01	"Diesel"	1399.75	1548
"Estonia"	2012-09-01	"Super"	1415.75	1548
"Estonia"	2012-10-01	"Super"	1380.4	1630
"Estonia"	2012-10-01	"Diesel"	1393.8	1630
"Estonia"	2012-11-01	"Super"	1324	1560
"Estonia"	2012-11-01	"Diesel"	1395	1560
"Estonia"	2012-12-01	"Diesel"	1376.66666666667	1043
"Estonia"	2012-12-01	"Super"	1313	1043
"Estonia"	2013-01-01	"Diesel"	1365.5	1713
"Estonia"	2013-01-01	"Super"	1323	1713
"Estonia"	2013-02-01	"Super"	1365.5	1364
"Estonia"	2013-02-01	"Diesel"	1378	1364
"Estonia"	2013-03-01	"Diesel"	1362.5	1630
"Estonia"	2013-03-01	"Super"	1354.75	1630
"Estonia"	2013-04-01	"Diesel"	1316.25	1936
"Estonia"	2013-04-01	"Super"	1325	1936
"Estonia"	2013-05-01	"Diesel"	1279.25	2003
"Estonia"	2013-05-01	"Super"	1289	2003
"Estonia"	2013-06-01	"Diesel"	1276.25	1702
"Estonia"	2013-06-01	"Super"	1296	1702
"Estonia"	2013-07-01	"Super"	1311.8	1811
"Estonia"	2013-07-01	"Diesel"	1299	1811
"Estonia"	2013-08-01	"Super"	1326.25	1589
"Estonia"	2013-08-01	"Diesel"	1306.75	1589
"Estonia"	2013-09-01	"Diesel"	1312.8	1569
"Estonia"	2013-09-01	"Super"	1305.8	1569
"Estonia"	2013-10-01	"Super"	1277.5	1798
"Estonia"	2013-10-01	"Diesel"	1309	1798
"Estonia"	2013-11-01	"Super"	1263.5	1577
"Estonia"	2013-11-01	"Diesel"	1307.5	1577
"Estonia"	2013-12-01	"Super"	1290.66666666667	1002
"Estonia"	2013-12-01	"Diesel"	1341.33333333333	1002
"Estonia"	2014-01-01	"Diesel"	1330.5	1622
"Estonia"	2014-01-01	"Super"	1280.25	1622
"Estonia"	2014-02-01	"Diesel"	1332.5	1424
"Estonia"	2014-02-01	"Super"	1292.75	1424
"Estonia"	2014-03-01	"Super"	1289.6	1699
"Estonia"	2014-03-01	"Diesel"	1305.4	1699
"Estonia"	2014-04-01	"Diesel"	1282.33333333333	2043
"Estonia"	2014-04-01	"Super"	1302.33333333333	2043
"Estonia"	2014-05-01	"Super"	1296.5	1987
"Estonia"	2014-05-01	"Diesel"	1276.75	1987
"Estonia"	2014-06-01	"Diesel"	1280	1894
"Estonia"	2014-06-01	"Super"	1317.4	1894
"Estonia"	2014-07-01	"Super"	1315.25	1942
"Estonia"	2014-07-01	"Diesel"	1265.25	1942
"Estonia"	2014-08-01	"Super"	1280.75	1639
"Estonia"	2014-08-01	"Diesel"	1253.25	1639
"Estonia"	2014-09-01	"Diesel"	1256.8	1832
"Estonia"	2014-09-01	"Super"	1276.2	1832
"Estonia"	2014-10-01	"Diesel"	1237.75	2083
"Estonia"	2014-10-01	"Super"	1257.5	2083
"Estonia"	2014-11-01	"Super"	1208.5	1981
"Estonia"	2014-11-01	"Diesel"	1226.25	1981
"Estonia"	2014-12-01	"Super"	1144.33333333333	989
"Estonia"	2014-12-01	"Diesel"	1176.66666666667	989
"Estonia"	2015-01-01	"Super"	1005.25	1692
"Estonia"	2015-01-01	"Diesel"	1062.25	1692
"Estonia"	2015-02-01	"Super"	1052.25	1239
"Estonia"	2015-02-01	"Diesel"	1098.75	1239
"Estonia"	2015-03-01	"Super"	1130.8	1993
"Estonia"	2015-03-01	"Diesel"	1153.4	1993
"Estonia"	2015-04-01	"Super"	1167.66666666667	2025
"Estonia"	2015-04-01	"Diesel"	1123.66666666667	2025
"Estonia"	2015-05-01	"Super"	1184	1748
"Estonia"	2015-05-01	"Diesel"	1148.5	1748
"Estonia"	2015-06-01	"Super"	1188.8	2065
"Estonia"	2015-06-01	"Diesel"	1142.2	2065
"Estonia"	2015-07-01	"Super"	1173.5	1944
"Estonia"	2015-07-01	"Diesel"	1071.25	1944
"Estonia"	2015-08-01	"Diesel"	1027.6	1565
"Estonia"	2015-08-01	"Super"	1133.4	1565
"Estonia"	2015-09-01	"Diesel"	1010.75	1846
"Estonia"	2015-09-01	"Super"	1065.75	1846
"Estonia"	2015-10-01	"Diesel"	1022.5	1950
"Estonia"	2015-10-01	"Super"	1043.5	1950
"Estonia"	2015-11-01	"Super"	1079.2	1611
"Estonia"	2015-11-01	"Diesel"	1059.4	1611
"Estonia"	2015-12-01	"Super"	1019.5	1355
"Estonia"	2015-12-01	"Diesel"	1036	1355
"Estonia"	2016-01-01	"Super"	987.5	1788
"Estonia"	2016-01-01	"Diesel"	937.5	1788
"Estonia"	2016-02-01	"Diesel"	942.6	1671
"Estonia"	2016-02-01	"Super"	979.2	1671
"Estonia"	2016-03-01	"Super"	1011	2085
"Estonia"	2016-03-01	"Diesel"	1011.66666666667	2085
"Estonia"	2016-04-01	"Super"	1061.75	2235
"Estonia"	2016-04-01	"Diesel"	998.75	2235
"Estonia"	2016-05-01	"Super"	1092	2279
"Estonia"	2016-05-01	"Diesel"	1021	2279
"Estonia"	2016-06-01	"Diesel"	1067.5	2022
"Estonia"	2016-06-01	"Super"	1094.75	2022
"Estonia"	2016-07-01	"Super"	1083	1937
"Estonia"	2016-07-01	"Diesel"	1063	1937
"Estonia"	2016-08-01	"Super"	1065	1850
"Estonia"	2016-08-01	"Diesel"	1046.8	1850
"Estonia"	2016-09-01	"Super"	1066.25	1959
"Estonia"	2016-09-01	"Diesel"	1055.25	1959
"Estonia"	2016-10-01	"Super"	1078.4	1910
"Estonia"	2016-10-01	"Diesel"	1061.8	1910
"Estonia"	2016-11-01	"Super"	1096.5	1880
"Estonia"	2016-11-01	"Diesel"	1094.75	1880
"Estonia"	2016-12-01	"Super"	1088.66666666667	1381
"Estonia"	2016-12-01	"Diesel"	1098.33333333333	1381
"Estonia"	2017-01-01	"Super"	1154.4	2042
"Estonia"	2017-01-01	"Diesel"	1158.6	2042
"Estonia"	2017-02-01	"Diesel"	1219.75	1653
"Estonia"	2017-02-01	"Super"	1219	1653
"Estonia"	2017-03-01	"Diesel"	1217.5	2348
"Estonia"	2017-03-01	"Super"	1207.25	2348
"Estonia"	2017-04-01	"Super"	1178.33333333333	2344
"Estonia"	2017-04-01	"Diesel"	1159	2344
"Estonia"	2017-05-01	"Diesel"	1156.8	2592
"Estonia"	2017-05-01	"Super"	1179.8	2592
"Estonia"	2017-06-01	"Super"	1161	2728
"Estonia"	2017-06-01	"Diesel"	1128.75	2728
"Estonia"	2017-07-01	"Super"	1152.4	2068
"Estonia"	2017-07-01	"Diesel"	1124.6	2068
"Estonia"	2017-08-01	"Super"	1143	2079
"Estonia"	2017-08-01	"Diesel"	1129.5	2079
"Estonia"	2017-09-01	"Diesel"	1175	1976
"Estonia"	2017-09-01	"Super"	1199.75	1976
"Estonia"	2017-10-01	"Diesel"	1188	2148
"Estonia"	2017-10-01	"Super"	1188	2148
"Estonia"	2017-11-01	"Super"	1228.75	2106
"Estonia"	2017-11-01	"Diesel"	1228.75	2106
"Estonia"	2017-12-01	"Super"	1241.66666666667	1534
"Estonia"	2017-12-01	"Diesel"	1241.66666666667	1534
"Finland"	2005-01-01	"Super"	1115.514	18168
"Finland"	2005-01-01	"Diesel"	882.696	18168
"Finland"	2005-02-01	"Diesel"	893.6325	11174
"Finland"	2005-02-01	"Super"	1104.465	11174
"Finland"	2005-03-01	"Super"	1124.75666666667	12896
"Finland"	2005-03-01	"Diesel"	932.703333333333	12896
"Finland"	2005-04-01	"Super"	1175.1325	14938
"Finland"	2005-04-01	"Diesel"	950.815	14938
"Finland"	2005-05-01	"Super"	1189.33	14762
"Finland"	2005-05-01	"Diesel"	951.968	14762
"Finland"	2005-06-01	"Diesel"	989.735	14249
"Finland"	2005-06-01	"Super"	1204.8175	14249
"Finland"	2005-07-01	"Super"	1246.605	11432
"Finland"	2005-07-01	"Diesel"	976.705	11432
"Finland"	2005-08-01	"Diesel"	986.346	11521
"Finland"	2005-08-01	"Super"	1286.772	11521
"Finland"	2005-09-01	"Super"	1364.66	11869
"Finland"	2005-09-01	"Diesel"	1051.3625	11869
"Finland"	2005-10-01	"Diesel"	1074.795	11234
"Finland"	2005-10-01	"Super"	1348.2925	11234
"Finland"	2005-11-01	"Super"	1228.45	9992
"Finland"	2005-11-01	"Diesel"	976.84	9992
"Finland"	2005-12-01	"Super"	1203.09	5714
"Finland"	2005-12-01	"Diesel"	991.673333333333	5714
"Finland"	2006-01-01	"Super"	1221.7275	18443
"Finland"	2006-01-01	"Diesel"	998.06	18443
"Finland"	2006-02-01	"Diesel"	1003.84	11606
"Finland"	2006-02-01	"Super"	1222.4375	11606
"Finland"	2006-03-01	"Super"	1283.36	13747
"Finland"	2006-03-01	"Diesel"	1034.56	13747
"Finland"	2006-04-01	"Diesel"	1010.46333333333	12247
"Finland"	2006-04-01	"Super"	1287.65666666667	12247
"Finland"	2006-05-01	"Diesel"	1030.72	15159
"Finland"	2006-05-01	"Super"	1338.762	15159
"Finland"	2006-06-01	"Diesel"	1052.1	15098
"Finland"	2006-06-01	"Super"	1340.425	15098
"Finland"	2006-07-01	"Super"	1373.214	10661
"Finland"	2006-07-01	"Diesel"	1051.954	10661
"Finland"	2006-08-01	"Diesel"	1037.3575	11068
"Finland"	2006-08-01	"Super"	1321.34	11068
"Finland"	2006-09-01	"Diesel"	1026.895	11716
"Finland"	2006-09-01	"Super"	1307.0975	11716
"Finland"	2006-10-01	"Super"	1248.188	11121
"Finland"	2006-10-01	"Diesel"	1009.558	11121
"Finland"	2006-11-01	"Super"	1231.695	9032
"Finland"	2006-11-01	"Diesel"	987.985	9032
"Finland"	2006-12-01	"Diesel"	1006.24333333333	5791
"Finland"	2006-12-01	"Super"	1235.57	5791
"Finland"	2007-01-01	"Diesel"	964.0275	16884
"Finland"	2007-01-01	"Super"	1177.4425	16884
"Finland"	2007-02-01	"Super"	1212.4375	10570
"Finland"	2007-02-01	"Diesel"	987.5975	10570
"Finland"	2007-03-01	"Diesel"	995.645	12734
"Finland"	2007-03-01	"Super"	1265.8325	12734
"Finland"	2007-04-01	"Diesel"	1012.015	12297
"Finland"	2007-04-01	"Super"	1304.275	12297
"Finland"	2007-05-01	"Diesel"	994.8425	13137
"Finland"	2007-05-01	"Super"	1320.6275	13137
"Finland"	2007-06-01	"Diesel"	990.705	11794
"Finland"	2007-06-01	"Super"	1344.11	11794
"Finland"	2007-07-01	"Super"	1343.906	10446
